task_id,task_type,task_phase,workload,target_output,priority,deadline_timestamp,location_id,dependency_task_id,estimated_travel_distance_km,required_machine_type,required_attachment,required_skill_level,status
T00719,loading,setup,heavy,61.8,3,2026-01-08T06:00:00,LOC010,null,1.14,loader,grapple,advanced,completed
T00720,excavation,active,heavy,142.7,1,2026-01-24T06:00:00,LOC009,null,2.36,excavator,blade,novice,pending
T00721,excavation,active,light,496.7,3,2026-01-22T06:00:00,LOC006,null,3.04,excavator,bucket,advanced,completed
T00722,grading,setup,light,490.7,5,2026-01-28T06:00:00,LOC001,null,1.85,grader,bucket,novice,blocked
T00723,hauling,active,light,34.4,4,2026-01-26T06:00:00,LOC008,null,1.91,hauler,hammer,intermediate,active
T00724,excavation,active,medium,480.1,2,2026-01-15T06:00:00,LOC006,null,3.68,excavator,hammer,advanced,pending
T00725,grading,setup,heavy,957.5,3,2026-01-07T06:00:00,LOC004,null,1.14,grader,bucket,novice,completed
T00726,trenching,active,medium,103.0,2,2026-01-07T06:00:00,LOC004,null,2.65,excavator,bucket,intermediate,pending
T00727,loading,wrap_up,medium,79.2,3,2026-01-17T06:00:00,LOC004,null,3.97,loader,blade,intermediate,pending
T00728,excavation,wrap_up,heavy,98.7,5,2026-01-07T06:00:00,LOC001,T00193,3.74,excavator,ripper,advanced,active
T00729,grading,active,light,499.4,3,2026-01-04T06:00:00,LOC010,T00242,3.7,grader,grapple,intermediate,completed
T00730,grading,active,medium,153.4,4,2026-01-29T06:00:00,LOC007,null,3.61,grader,hammer,intermediate,completed
T00731,grading,setup,medium,515.9,1,2026-01-20T06:00:00,LOC010,null,1.03,grader,bucket,novice,completed
T00732,hauling,active,light,8.9,2,2026-01-08T06:00:00,LOC004,null,0.32,hauler,blade,intermediate,blocked
T00733,trenching,active,heavy,89.0,1,2026-01-05T06:00:00,LOC003,null,4.88,excavator,hammer,intermediate,pending
T00734,trenching,setup,heavy,140.8,1,2026-01-10T06:00:00,LOC007,T00404,1.18,excavator,blade,intermediate,blocked
T00735,loading,wrap_up,heavy,92.3,1,2026-01-21T06:00:00,LOC003,null,0.69,loader,bucket,intermediate,pending
T00736,hauling,wrap_up,heavy,34.3,1,2026-01-20T06:00:00,LOC010,T00486,0.47,hauler,blade,intermediate,pending
T00737,stockpiling,setup,medium,99.8,1,2026-01-21T06:00:00,LOC007,null,0.89,loader,ripper,advanced,active
T00738,loading,wrap_up,medium,49.5,1,2026-01-24T06:00:00,LOC004,null,4.54,loader,ripper,advanced,completed
T00739,grading,active,medium,640.0,2,2026-01-21T06:00:00,LOC001,null,4.92,grader,ripper,novice,active
T00740,hauling,active,light,19.5,4,2026-01-16T06:00:00,LOC009,null,3.86,hauler,bucket,advanced,completed
T00741,loading,active,medium,75.4,5,2026-01-27T06:00:00,LOC010,null,1.67,loader,ripper,novice,pending
T00742,excavation,setup,heavy,455.9,5,2026-01-23T06:00:00,LOC001,null,4.21,excavator,grapple,intermediate,completed
T00743,hauling,setup,medium,47.7,1,2026-01-12T06:00:00,LOC006,null,1.93,hauler,grapple,novice,blocked
T00744,loading,active,medium,15.7,2,2026-01-02T06:00:00,LOC004,null,1.65,loader,ripper,advanced,completed
T00745,excavation,active,heavy,407.0,1,2026-01-30T06:00:00,LOC010,null,0.8,excavator,hammer,intermediate,active
T00746,stockpiling,wrap_up,light,151.7,4,2026-01-17T06:00:00,LOC008,null,1.9,loader,grapple,intermediate,active
T00747,stockpiling,active,medium,172.7,5,2026-01-25T06:00:00,LOC003,null,4.82,loader,blade,novice,blocked
T00748,stockpiling,active,heavy,36.4,4,2026-01-28T06:00:00,LOC009,null,2.54,loader,blade,advanced,pending
T00749,loading,active,light,32.3,2,2026-01-14T06:00:00,LOC006,T00063,1.66,loader,hammer,advanced,pending
T00750,trenching,active,medium,96.9,3,2026-01-03T06:00:00,LOC008,null,0.99,excavator,grapple,intermediate,pending
T00751,grading,active,medium,312.2,2,2026-01-15T06:00:00,LOC003,null,0.32,grader,bucket,intermediate,completed
T00752,hauling,wrap_up,light,23.0,1,2026-01-14T06:00:00,LOC008,null,2.03,hauler,ripper,advanced,pending
T00753,grading,active,medium,401.0,4,2026-01-05T06:00:00,LOC003,null,4.13,grader,grapple,intermediate,completed
T00754,loading,active,medium,83.5,4,2026-01-14T06:00:00,LOC010,T00028,3.96,loader,hammer,intermediate,active
T00755,grading,wrap_up,medium,912.5,5,2026-01-18T06:00:00,LOC006,null,2.18,grader,ripper,novice,pending
T00756,excavation,active,medium,473.9,4,2026-01-28T06:00:00,LOC003,null,1.48,excavator,grapple,intermediate,pending
T00757,grading,active,light,183.4,5,2026-01-09T06:00:00,LOC008,null,4.77,grader,bucket,novice,active
T00758,excavation,active,medium,393.5,2,2026-01-21T06:00:00,LOC003,null,2.57,excavator,ripper,novice,pending
T00759,stockpiling,active,light,222.5,5,2026-01-28T06:00:00,LOC001,null,0.97,loader,grapple,advanced,completed
T00760,grading,wrap_up,medium,344.0,5,2026-01-13T06:00:00,LOC002,null,4.04,grader,ripper,intermediate,active
T00761,excavation,active,heavy,63.8,4,2026-01-17T06:00:00,LOC008,null,2.99,excavator,bucket,advanced,pending
T00762,trenching,active,medium,195.1,4,2026-01-22T06:00:00,LOC005,null,3.28,excavator,hammer,intermediate,pending
T00763,loading,active,light,82.4,2,2026-01-19T06:00:00,LOC006,null,4.84,loader,bucket,intermediate,pending
T00764,grading,active,medium,746.9,2,2026-01-21T06:00:00,LOC008,null,1.7,grader,ripper,advanced,pending
T00765,excavation,active,medium,178.9,1,2026-01-21T06:00:00,LOC005,null,3.55,excavator,blade,novice,completed
T00766,trenching,active,heavy,55.4,2,2026-01-17T06:00:00,LOC003,null,4.22,excavator,bucket,advanced,completed
T00767,excavation,active,medium,57.8,3,2026-01-28T06:00:00,LOC010,null,2.98,excavator,bucket,advanced,pending
T00768,excavation,setup,medium,105.7,1,2026-01-22T06:00:00,LOC007,null,3.91,excavator,bucket,advanced,blocked
T00769,loading,active,light,42.4,4,2026-01-11T06:00:00,LOC003,T00080,1.17,loader,blade,advanced,completed
T00770,trenching,setup,medium,138.1,1,2026-01-14T06:00:00,LOC005,null,0.46,excavator,grapple,advanced,pending
T00771,loading,wrap_up,medium,95.9,2,2026-01-29T06:00:00,LOC002,null,3.13,loader,ripper,advanced,active
T00772,loading,active,heavy,91.0,1,2026-01-06T06:00:00,LOC008,null,4.44,loader,ripper,intermediate,blocked
T00773,loading,active,heavy,61.8,1,2026-01-03T06:00:00,LOC009,null,1.05,loader,blade,novice,active
T00774,excavation,active,light,126.8,2,2026-01-25T06:00:00,LOC003,null,1.6,excavator,hammer,novice,pending
T00775,excavation,active,medium,359.5,2,2026-01-08T06:00:00,LOC006,null,3.03,excavator,bucket,novice,blocked
T00776,loading,active,medium,89.8,5,2026-01-14T06:00:00,LOC001,null,4.2,loader,bucket,advanced,pending
T00777,loading,wrap_up,light,33.3,2,2026-01-21T06:00:00,LOC007,null,3.58,loader,grapple,novice,completed
T00778,trenching,setup,medium,47.0,1,2026-01-25T06:00:00,LOC005,null,0.17,excavator,grapple,novice,completed
T00779,hauling,wrap_up,medium,22.9,1,2026-01-24T06:00:00,LOC009,null,4.64,hauler,blade,advanced,completed
T00780,excavation,active,heavy,302.5,5,2026-01-21T06:00:00,LOC009,null,0.56,excavator,ripper,intermediate,pending
T00781,loading,active,light,95.7,5,2026-01-27T06:00:00,LOC006,null,4.5,loader,ripper,novice,pending
T00782,hauling,active,heavy,31.5,3,2026-01-13T06:00:00,LOC004,null,3.63,hauler,ripper,novice,pending
T00783,excavation,active,medium,199.0,3,2026-01-21T06:00:00,LOC007,null,1.06,excavator,grapple,novice,blocked
T00784,loading,active,medium,96.6,3,2026-01-24T06:00:00,LOC009,null,3.0,loader,grapple,advanced,active
T00785,loading,active,medium,17.5,5,2026-01-22T06:00:00,LOC003,T00287,0.93,loader,ripper,novice,completed
T00786,trenching,active,medium,196.0,2,2026-01-13T06:00:00,LOC006,null,3.49,excavator,ripper,intermediate,completed
T00787,stockpiling,active,medium,112.2,5,2026-01-24T06:00:00,LOC009,null,4.42,loader,hammer,novice,pending
T00788,trenching,wrap_up,light,42.9,3,2026-01-20T06:00:00,LOC005,null,0.72,excavator,blade,advanced,active
T00789,trenching,wrap_up,medium,21.6,3,2026-01-12T06:00:00,LOC009,null,4.89,excavator,blade,intermediate,pending
T00790,grading,setup,heavy,945.6,3,2026-01-20T06:00:00,LOC003,T00781,2.37,grader,bucket,novice,pending
T00791,excavation,wrap_up,light,436.5,3,2026-01-04T06:00:00,LOC001,null,2.69,excavator,blade,intermediate,blocked
T00792,excavation,active,medium,61.8,4,2026-01-15T06:00:00,LOC008,null,4.22,excavator,blade,novice,completed
T00793,loading,wrap_up,medium,21.4,4,2026-01-19T06:00:00,LOC010,null,2.95,loader,hammer,intermediate,pending
T00794,grading,active,light,949.8,3,2026-01-29T06:00:00,LOC001,null,2.15,grader,blade,advanced,completed
T00795,loading,wrap_up,heavy,84.2,5,2026-01-22T06:00:00,LOC003,null,2.16,loader,blade,intermediate,pending
T00796,hauling,active,medium,20.2,2,2026-01-06T06:00:00,LOC008,null,2.96,hauler,hammer,advanced,pending
T00797,hauling,active,medium,44.9,3,2026-01-19T06:00:00,LOC003,T00204,4.87,hauler,hammer,novice,pending
T00798,excavation,active,medium,154.6,2,2026-01-27T06:00:00,LOC003,null,1.97,excavator,grapple,advanced,completed
T00799,stockpiling,wrap_up,medium,189.9,2,2026-01-06T06:00:00,LOC002,null,0.47,loader,grapple,advanced,completed
T00800,trenching,active,medium,156.0,5,2026-01-27T06:00:00,LOC006,null,0.27,excavator,grapple,intermediate,blocked
T00801,loading,active,medium,86.5,4,2026-01-16T06:00:00,LOC001,null,4.63,loader,bucket,advanced,active
T00802,grading,active,light,119.8,1,2026-01-28T06:00:00,LOC010,null,1.37,grader,hammer,intermediate,pending
T00803,loading,active,heavy,48.6,2,2026-01-21T06:00:00,LOC002,null,3.37,loader,ripper,advanced,pending
T00804,excavation,active,medium,415.4,5,2026-01-19T06:00:00,LOC004,null,3.94,excavator,blade,novice,blocked
T00805,loading,active,heavy,69.0,4,2026-01-25T06:00:00,LOC002,null,1.12,loader,blade,intermediate,completed
T00806,hauling,wrap_up,medium,35.1,4,2026-01-28T06:00:00,LOC004,null,0.39,hauler,bucket,advanced,blocked
T00807,loading,active,light,45.2,1,2026-01-12T06:00:00,LOC001,null,2.03,loader,bucket,novice,completed
T00808,hauling,active,heavy,16.2,4,2026-01-06T06:00:00,LOC008,null,2.88,hauler,grapple,intermediate,pending
T00809,hauling,wrap_up,heavy,13.8,4,2026-01-28T06:00:00,LOC007,null,1.81,hauler,hammer,advanced,pending
T00810,stockpiling,active,medium,144.1,5,2026-01-16T06:00:00,LOC008,null,4.64,loader,hammer,novice,active
T00811,trenching,setup,light,92.2,3,2026-01-05T06:00:00,LOC004,null,1.81,excavator,ripper,advanced,completed
T00812,stockpiling,setup,medium,142.1,5,2026-01-09T06:00:00,LOC007,null,1.46,loader,ripper,novice,pending
T00813,grading,active,heavy,207.5,2,2026-01-29T06:00:00,LOC005,null,3.37,grader,hammer,intermediate,blocked
T00814,hauling,setup,medium,14.2,3,2026-01-12T06:00:00,LOC006,null,4.6,hauler,bucket,advanced,pending
T00815,loading,setup,heavy,88.0,4,2026-01-17T06:00:00,LOC003,T00025,3.53,loader,bucket,intermediate,completed
T00816,trenching,setup,medium,58.3,4,2026-01-04T06:00:00,LOC003,null,4.16,excavator,hammer,intermediate,active
T00817,grading,active,medium,419.3,3,2026-01-05T06:00:00,LOC009,null,2.6,grader,blade,intermediate,pending
T00818,excavation,wrap_up,heavy,139.8,3,2026-01-28T06:00:00,LOC006,T00578,4.0,excavator,bucket,advanced,pending
T00819,hauling,wrap_up,medium,21.8,1,2026-01-25T06:00:00,LOC004,null,4.91,hauler,grapple,advanced,completed
T00820,loading,active,medium,28.5,5,2026-01-05T06:00:00,LOC005,null,3.21,loader,grapple,intermediate,completed
T00821,hauling,active,medium,9.9,3,2026-01-13T06:00:00,LOC009,null,0.94,hauler,blade,intermediate,blocked
T00822,trenching,active,medium,98.3,2,2026-01-13T06:00:00,LOC005,null,3.54,excavator,grapple,novice,active
T00823,trenching,active,medium,50.5,5,2026-01-27T06:00:00,LOC007,null,4.19,excavator,grapple,advanced,completed
T00824,excavation,wrap_up,medium,358.6,1,2026-01-29T06:00:00,LOC006,null,3.22,excavator,hammer,novice,pending
T00825,hauling,active,light,17.6,5,2026-01-28T06:00:00,LOC001,null,3.31,hauler,ripper,intermediate,pending
T00826,trenching,active,heavy,126.6,1,2026-01-30T06:00:00,LOC001,null,0.22,excavator,grapple,advanced,completed
T00827,hauling,active,heavy,12.7,3,2026-01-10T06:00:00,LOC008,null,1.61,hauler,hammer,novice,active
T00828,hauling,active,light,40.7,3,2026-01-05T06:00:00,LOC010,T00266,0.55,hauler,ripper,advanced,blocked
T00829,excavation,wrap_up,medium,298.1,5,2026-01-11T06:00:00,LOC001,T00127,3.31,excavator,ripper,intermediate,completed
T00830,grading,active,medium,570.2,4,2026-01-21T06:00:00,LOC004,null,2.3,grader,blade,advanced,active
T00831,excavation,active,medium,176.1,2,2026-01-13T06:00:00,LOC009,null,0.19,excavator,ripper,advanced,completed
T00832,trenching,active,heavy,31.4,2,2026-01-07T06:00:00,LOC008,null,3.57,excavator,blade,novice,blocked
T00833,loading,active,light,92.3,4,2026-01-28T06:00:00,LOC001,null,0.13,loader,grapple,advanced,completed
T00834,excavation,active,medium,306.2,4,2026-01-02T06:00:00,LOC003,null,4.74,excavator,grapple,advanced,pending
T00835,trenching,active,medium,187.2,5,2026-01-10T06:00:00,LOC003,null,2.8,excavator,bucket,novice,completed
T00836,loading,active,light,85.1,1,2026-01-05T06:00:00,LOC009,null,3.5,loader,ripper,advanced,pending
T00837,grading,wrap_up,medium,307.6,5,2026-01-07T06:00:00,LOC002,T00763,4.75,grader,hammer,novice,pending
T00838,excavation,wrap_up,medium,276.9,5,2026-01-11T06:00:00,LOC008,T00241,2.8,excavator,ripper,advanced,completed
T00839,grading,active,heavy,231.0,4,2026-01-09T06:00:00,LOC004,null,3.71,grader,hammer,intermediate,completed
T00840,loading,wrap_up,light,47.4,3,2026-01-10T06:00:00,LOC004,null,4.5,loader,ripper,intermediate,completed
T00841,hauling,active,medium,47.8,5,2026-01-22T06:00:00,LOC003,null,0.21,hauler,grapple,intermediate,completed
T00842,excavation,active,medium,50.8,3,2026-01-09T06:00:00,LOC009,null,1.87,excavator,grapple,novice,active
T00843,trenching,setup,heavy,102.2,3,2026-01-02T06:00:00,LOC003,null,3.89,excavator,bucket,advanced,completed
T00844,loading,active,light,36.9,2,2026-01-21T06:00:00,LOC010,null,3.34,loader,hammer,intermediate,pending
T00845,grading,active,medium,678.5,1,2026-01-27T06:00:00,LOC009,null,0.66,grader,bucket,advanced,active
T00846,grading,active,heavy,640.9,1,2026-01-20T06:00:00,LOC002,null,3.43,grader,hammer,intermediate,pending
T00847,loading,wrap_up,medium,56.5,3,2026-01-09T06:00:00,LOC004,null,3.22,loader,bucket,intermediate,active
T00848,loading,active,light,35.6,3,2026-01-05T06:00:00,LOC010,null,0.38,loader,bucket,novice,pending
T00849,loading,active,medium,39.0,2,2026-01-05T06:00:00,LOC007,null,4.9,loader,ripper,intermediate,pending
T00850,excavation,active,medium,241.5,2,2026-01-05T06:00:00,LOC003,null,1.47,excavator,ripper,advanced,blocked
T00851,excavation,active,medium,450.2,3,2026-01-14T06:00:00,LOC001,null,1.81,excavator,bucket,intermediate,pending
T00852,excavation,active,medium,399.3,4,2026-01-30T06:00:00,LOC007,null,0.77,excavator,blade,intermediate,completed
T00853,hauling,active,medium,6.4,1,2026-01-23T06:00:00,LOC001,null,2.58,hauler,ripper,intermediate,pending
T00854,excavation,active,light,211.3,3,2026-01-11T06:00:00,LOC002,null,0.65,excavator,grapple,novice,active
T00855,excavation,active,light,67.5,3,2026-01-11T06:00:00,LOC007,null,1.82,excavator,bucket,intermediate,pending
T00856,hauling,setup,light,13.8,3,2026-01-22T06:00:00,LOC001,null,2.7,hauler,ripper,novice,completed
T00857,trenching,active,heavy,198.2,4,2026-01-10T06:00:00,LOC007,null,0.72,excavator,blade,advanced,pending
T00858,trenching,active,heavy,69.3,4,2026-01-12T06:00:00,LOC006,null,1.74,excavator,bucket,advanced,completed
T00859,excavation,active,medium,230.7,1,2026-01-21T06:00:00,LOC007,null,4.3,excavator,hammer,novice,active
T00860,grading,active,heavy,223.6,5,2026-01-24T06:00:00,LOC003,null,1.42,grader,grapple,novice,pending
T00861,excavation,active,medium,229.3,1,2026-01-02T06:00:00,LOC008,null,4.01,excavator,grapple,advanced,active
T00862,excavation,wrap_up,medium,388.6,1,2026-01-30T06:00:00,LOC007,null,0.98,excavator,grapple,intermediate,completed
T00863,hauling,active,heavy,16.3,3,2026-01-10T06:00:00,LOC005,null,1.23,hauler,hammer,novice,completed
T00864,loading,wrap_up,heavy,39.8,3,2026-01-19T06:00:00,LOC008,null,2.84,loader,blade,intermediate,active
T00865,grading,active,medium,215.0,3,2026-01-10T06:00:00,LOC010,null,3.93,grader,blade,novice,pending
T00866,hauling,wrap_up,heavy,49.6,2,2026-01-17T06:00:00,LOC006,null,4.82,hauler,grapple,advanced,pending
T00867,hauling,wrap_up,medium,23.0,4,2026-01-08T06:00:00,LOC008,null,3.72,hauler,hammer,advanced,completed
T00868,grading,active,heavy,157.8,4,2026-01-27T06:00:00,LOC006,null,0.54,grader,grapple,intermediate,pending
T00869,excavation,active,medium,130.6,4,2026-01-10T06:00:00,LOC004,null,0.82,excavator,bucket,advanced,completed
T00870,trenching,active,heavy,195.8,2,2026-01-19T06:00:00,LOC004,null,0.83,excavator,blade,novice,active
T00871,trenching,wrap_up,medium,57.2,5,2026-01-10T06:00:00,LOC006,null,2.0,excavator,blade,advanced,active
T00872,excavation,setup,medium,231.6,3,2026-01-26T06:00:00,LOC007,null,2.79,excavator,bucket,advanced,pending
T00873,hauling,wrap_up,medium,12.7,2,2026-01-10T06:00:00,LOC005,T00708,3.64,hauler,blade,advanced,completed
T00874,excavation,setup,medium,399.6,1,2026-01-24T06:00:00,LOC006,null,3.94,excavator,bucket,novice,completed
T00875,excavation,setup,light,186.3,5,2026-01-22T06:00:00,LOC004,null,0.96,excavator,bucket,novice,blocked
T00876,hauling,active,medium,41.6,5,2026-01-11T06:00:00,LOC009,null,1.25,hauler,grapple,advanced,active
T00877,grading,active,medium,581.8,5,2026-01-12T06:00:00,LOC003,null,4.35,grader,ripper,advanced,active
T00878,grading,active,medium,773.9,4,2026-01-11T06:00:00,LOC010,T00065,1.96,grader,hammer,intermediate,completed
T00879,loading,active,heavy,29.6,5,2026-01-17T06:00:00,LOC009,null,2.24,loader,bucket,novice,pending
T00880,excavation,active,medium,74.0,4,2026-01-09T06:00:00,LOC010,T00821,2.3,excavator,hammer,intermediate,pending
T00881,trenching,wrap_up,medium,87.0,2,2026-01-06T06:00:00,LOC007,null,3.29,excavator,grapple,novice,completed
T00882,excavation,active,medium,125.3,4,2026-01-09T06:00:00,LOC010,null,1.66,excavator,grapple,advanced,active
T00883,hauling,active,light,18.4,4,2026-01-28T06:00:00,LOC001,null,0.26,hauler,bucket,advanced,completed
T00884,grading,active,heavy,637.2,3,2026-01-26T06:00:00,LOC010,null,1.48,grader,hammer,advanced,pending
T00885,loading,active,light,42.9,1,2026-01-30T06:00:00,LOC005,null,4.67,loader,bucket,advanced,active
T00886,stockpiling,active,medium,38.0,5,2026-01-23T06:00:00,LOC007,null,3.56,loader,bucket,advanced,active
T00887,grading,active,heavy,369.3,3,2026-01-22T06:00:00,LOC003,T00105,4.24,grader,ripper,novice,pending
T00888,grading,active,heavy,917.8,3,2026-01-20T06:00:00,LOC005,null,3.64,grader,blade,intermediate,completed
T00889,hauling,active,heavy,22.9,1,2026-01-04T06:00:00,LOC009,T00560,2.37,hauler,bucket,novice,blocked
T00890,trenching,setup,light,85.7,1,2026-01-10T06:00:00,LOC008,null,1.61,excavator,hammer,novice,pending
T00891,loading,active,light,62.3,1,2026-01-03T06:00:00,LOC010,null,3.95,loader,blade,advanced,blocked
T00892,grading,active,heavy,925.0,1,2026-01-07T06:00:00,LOC005,null,3.96,grader,grapple,novice,completed
T00893,loading,active,medium,29.5,1,2026-01-07T06:00:00,LOC004,null,3.35,loader,bucket,advanced,completed
T00894,excavation,setup,medium,260.0,4,2026-01-14T06:00:00,LOC006,null,0.68,excavator,blade,advanced,pending
T00895,excavation,active,medium,241.0,5,2026-01-08T06:00:00,LOC007,null,2.75,excavator,blade,novice,pending
T00896,excavation,active,medium,486.6,3,2026-01-25T06:00:00,LOC004,null,2.65,excavator,blade,novice,completed
T00897,grading,active,medium,830.1,5,2026-01-15T06:00:00,LOC004,null,4.92,grader,bucket,intermediate,active
T00898,trenching,active,medium,131.3,5,2026-01-13T06:00:00,LOC009,null,3.09,excavator,ripper,novice,completed
T00899,loading,wrap_up,medium,64.9,2,2026-01-29T06:00:00,LOC003,null,3.28,loader,bucket,novice,completed
T00900,loading,active,medium,66.3,1,2026-01-02T06:00:00,LOC008,null,0.81,loader,blade,intermediate,blocked
T00901,excavation,setup,medium,157.3,2,2026-01-14T06:00:00,LOC005,null,1.9,excavator,blade,novice,pending
T00902,loading,active,heavy,51.5,5,2026-01-07T06:00:00,LOC002,null,1.23,loader,bucket,novice,pending
T00903,hauling,active,medium,22.9,5,2026-01-13T06:00:00,LOC007,null,0.71,hauler,ripper,novice,pending
T00904,excavation,active,heavy,498.9,1,2026-01-14T06:00:00,LOC002,null,2.53,excavator,grapple,intermediate,pending
T00905,loading,wrap_up,heavy,98.7,3,2026-01-19T06:00:00,LOC005,T00700,3.08,loader,hammer,intermediate,completed
T00906,trenching,active,medium,107.6,2,2026-01-23T06:00:00,LOC002,null,2.87,excavator,blade,novice,pending
T00907,trenching,active,medium,25.3,5,2026-01-17T06:00:00,LOC008,null,3.17,excavator,ripper,advanced,pending
T00908,grading,active,light,198.3,1,2026-01-14T06:00:00,LOC001,null,3.75,grader,ripper,advanced,blocked
T00909,hauling,active,medium,35.9,5,2026-01-05T06:00:00,LOC004,null,4.15,hauler,bucket,advanced,completed
T00910,hauling,setup,heavy,31.9,4,2026-01-30T06:00:00,LOC010,null,0.67,hauler,blade,novice,pending
T00911,grading,active,medium,126.1,5,2026-01-21T06:00:00,LOC008,null,1.93,grader,blade,novice,active
T00912,loading,active,light,40.9,3,2026-01-19T06:00:00,LOC008,null,3.91,loader,blade,advanced,pending
T00913,trenching,active,heavy,40.3,2,2026-01-09T06:00:00,LOC008,null,4.27,excavator,hammer,intermediate,completed
T00914,trenching,wrap_up,heavy,31.6,4,2026-01-06T06:00:00,LOC008,null,4.62,excavator,bucket,intermediate,completed
T00915,excavation,active,heavy,477.4,1,2026-01-07T06:00:00,LOC003,null,2.43,excavator,ripper,novice,active
T00916,excavation,active,medium,85.8,5,2026-01-07T06:00:00,LOC005,null,4.34,excavator,ripper,advanced,pending
T00917,excavation,wrap_up,medium,92.7,1,2026-01-24T06:00:00,LOC003,null,1.91,excavator,hammer,novice,active
T00918,excavation,active,heavy,204.1,5,2026-01-09T06:00:00,LOC007,null,1.21,excavator,hammer,intermediate,pending
T00919,trenching,wrap_up,medium,159.8,5,2026-01-08T06:00:00,LOC002,null,3.73,excavator,bucket,novice,pending
T00920,grading,active,medium,153.5,3,2026-01-10T06:00:00,LOC001,null,3.05,grader,bucket,intermediate,pending
T00921,loading,active,medium,59.3,4,2026-01-12T06:00:00,LOC001,null,1.63,loader,grapple,novice,pending
T00922,hauling,active,medium,23.0,2,2026-01-03T06:00:00,LOC009,null,3.52,hauler,hammer,novice,completed
T00923,trenching,active,medium,196.9,4,2026-01-21T06:00:00,LOC001,null,3.07,excavator,hammer,advanced,pending
T00924,loading,active,heavy,33.6,2,2026-01-04T06:00:00,LOC008,null,4.1,loader,ripper,advanced,completed
T00925,hauling,wrap_up,medium,14.8,3,2026-01-22T06:00:00,LOC010,T00092,0.96,hauler,bucket,intermediate,pending
T00926,trenching,wrap_up,medium,112.6,3,2026-01-30T06:00:00,LOC009,null,4.11,excavator,ripper,novice,pending
T00927,grading,active,light,767.2,2,2026-01-08T06:00:00,LOC007,null,2.87,grader,ripper,advanced,completed
T00928,grading,active,medium,738.6,4,2026-01-20T06:00:00,LOC004,null,2.5,grader,hammer,advanced,completed
T00929,grading,active,light,965.7,3,2026-01-05T06:00:00,LOC009,null,2.85,grader,ripper,intermediate,completed
T00930,trenching,setup,medium,56.6,1,2026-01-03T06:00:00,LOC003,null,3.93,excavator,hammer,intermediate,active
T00931,grading,active,light,627.2,4,2026-01-06T06:00:00,LOC005,null,3.88,grader,bucket,intermediate,pending
T00932,hauling,active,heavy,36.7,1,2026-01-18T06:00:00,LOC004,null,3.58,hauler,blade,intermediate,active
T00933,trenching,active,heavy,65.1,4,2026-01-10T06:00:00,LOC009,null,3.37,excavator,bucket,intermediate,pending
T00934,excavation,wrap_up,heavy,61.4,3,2026-01-24T06:00:00,LOC002,null,0.87,excavator,blade,intermediate,pending
T00935,excavation,active,light,351.7,5,2026-01-30T06:00:00,LOC001,null,0.19,excavator,hammer,novice,pending
T00936,stockpiling,active,medium,290.9,4,2026-01-27T06:00:00,LOC006,null,5.0,loader,blade,novice,completed
T00937,loading,active,heavy,91.4,4,2026-01-20T06:00:00,LOC004,null,4.74,loader,bucket,advanced,active
T00938,excavation,setup,heavy,145.5,1,2026-01-24T06:00:00,LOC005,null,3.22,excavator,hammer,intermediate,pending
T00939,trenching,active,light,150.2,1,2026-01-20T06:00:00,LOC001,null,3.0,excavator,blade,intermediate,pending
T00940,hauling,wrap_up,medium,18.7,5,2026-01-17T06:00:00,LOC010,null,4.59,hauler,bucket,advanced,pending
T00941,trenching,active,light,166.9,3,2026-01-28T06:00:00,LOC002,T00590,2.75,excavator,blade,novice,blocked
T00942,trenching,active,heavy,62.4,2,2026-01-20T06:00:00,LOC008,null,0.53,excavator,bucket,advanced,blocked
T00943,loading,active,medium,72.9,3,2026-01-02T06:00:00,LOC005,null,0.82,loader,grapple,advanced,pending
T00944,grading,setup,light,427.0,2,2026-01-28T06:00:00,LOC007,null,2.66,grader,grapple,advanced,completed
T00945,excavation,active,medium,160.6,4,2026-01-20T06:00:00,LOC009,T00429,0.47,excavator,bucket,intermediate,pending
T00946,grading,setup,medium,230.4,4,2026-01-09T06:00:00,LOC002,null,0.69,grader,hammer,intermediate,completed
T00947,excavation,active,heavy,434.4,1,2026-01-04T06:00:00,LOC004,null,2.69,excavator,ripper,advanced,pending
T00948,grading,active,medium,536.3,2,2026-01-28T06:00:00,LOC002,T00099,1.79,grader,hammer,advanced,active
T00949,trenching,active,light,189.9,4,2026-01-08T06:00:00,LOC005,null,2.69,excavator,grapple,intermediate,pending
T00950,stockpiling,active,light,44.0,1,2026-01-30T06:00:00,LOC005,null,0.15,loader,hammer,novice,active
T00951,grading,wrap_up,medium,806.2,4,2026-01-23T06:00:00,LOC002,null,1.2,grader,hammer,novice,blocked
T00952,grading,wrap_up,light,389.5,2,2026-01-12T06:00:00,LOC007,null,0.22,grader,ripper,intermediate,completed
T00953,grading,setup,heavy,190.8,4,2026-01-26T06:00:00,LOC009,null,2.54,grader,ripper,intermediate,active
T00954,excavation,active,heavy,123.4,3,2026-01-14T06:00:00,LOC007,null,4.3,excavator,grapple,advanced,active
T00955,excavation,active,heavy,168.8,2,2026-01-17T06:00:00,LOC005,null,0.47,excavator,ripper,advanced,blocked
T00956,stockpiling,wrap_up,medium,291.0,3,2026-01-23T06:00:00,LOC010,null,2.72,loader,bucket,intermediate,pending
