training_id,operator_id,trigger_event_id,issue_type,attribution_type,confidence,lesson_id,lesson_type,quiz_score_before,quiz_score_after,before_metric,after_metric,improvement_pct,escalation_state,completed_timestamp
TR00540,OP1016,SE01039,efficient_loading,mixed,0.664,L004,scenario,5,10,0.573,0.655,8.1,first_trigger,2026-01-07T06:00:00
TR00541,OP1021,SE00920,swing_zone_awareness,mixed,0.92,L003,scenario,7,6,0.303,0.363,6.0,second_trigger,2026-01-04T06:00:00
TR00542,OP1025,SE00589,swing_zone_awareness,mixed,0.826,L003,quiz_only,5,9,0.464,0.71,24.6,first_trigger,2026-01-16T06:00:00
TR00543,OP1027,SE01096,seatbelt_compliance,operator-driven,0.706,L002,scenario,4,9,0.494,0.56,6.6,first_trigger,2026-02-21T06:00:00
TR00544,OP1014,SE00504,efficient_loading,mixed,0.799,L004,micro_lesson,3,10,0.65,0.858,20.8,second_trigger,2026-02-23T06:00:00
TR00545,OP1003,SE00156,swing_zone_awareness,mixed,0.82,L003,quiz_only,5,9,0.325,0.61,28.5,escalated_to_supervisor,2026-02-09T06:00:00
TR00546,OP1028,SE01087,swing_zone_awareness,mixed,0.663,L003,micro_lesson,6,8,0.338,0.362,2.5,escalated_to_supervisor,2026-01-28T06:00:00
TR00547,OP1024,SE01102,efficient_loading,operator-driven,0.882,L004,micro_lesson,3,7,0.363,0.496,13.3,first_trigger,2026-02-18T06:00:00
TR00548,OP1026,SE00882,swing_zone_awareness,mixed,0.669,L003,scenario,6,6,0.37,0.428,5.8,second_trigger,2026-01-08T06:00:00
TR00549,OP1008,SE01273,swing_zone_awareness,operator-driven,0.807,L003,scenario,6,9,0.653,0.803,14.9,first_trigger,2026-01-09T06:00:00
TR00550,OP1016,SE00210,idle_reduction,mixed,0.894,L001,quiz_only,3,9,0.66,0.849,18.8,first_trigger,2026-02-21T06:00:00
TR00551,OP1018,SE00656,swing_zone_awareness,mixed,0.683,L003,quiz_only,4,7,0.374,0.406,3.2,first_trigger,2026-02-27T06:00:00
TR00552,OP1010,SE00536,fuel_efficiency,mixed,0.707,L005,quiz_only,4,7,0.436,0.514,7.7,first_trigger,2026-01-28T06:00:00
TR00553,OP1023,SE00052,swing_zone_awareness,operator-driven,0.773,L003,micro_lesson,6,6,0.318,0.55,23.2,first_trigger,2026-03-01T06:00:00
TR00554,OP1019,SE00154,efficient_loading,operator-driven,0.766,L004,scenario,5,6,0.539,0.763,22.4,first_trigger,2026-01-17T06:00:00
TR00555,OP1029,SE01067,fuel_efficiency,mixed,0.744,L005,quiz_only,5,7,0.522,0.589,6.7,second_trigger,2026-01-16T06:00:00
TR00556,OP1004,SE01296,efficient_loading,mixed,0.782,L004,scenario,6,8,0.578,0.648,7.0,first_trigger,2026-01-14T06:00:00
TR00557,OP1015,SE00014,fuel_efficiency,mixed,0.938,L005,micro_lesson,4,5,0.67,0.752,8.2,first_trigger,2026-02-19T06:00:00
TR00558,OP1025,SE01190,efficient_loading,mixed,0.871,L004,micro_lesson,5,9,0.449,0.509,6.0,second_trigger,2026-01-28T06:00:00
TR00559,OP1022,SE01075,swing_zone_awareness,operator-driven,0.847,L003,quiz_only,4,10,0.55,0.65,10.0,first_trigger,2026-01-04T06:00:00
TR00560,OP1021,SE00249,efficient_loading,operator-driven,0.703,L004,quiz_only,4,5,0.331,0.335,0.3,first_trigger,2026-02-11T06:00:00
TR00561,OP1005,SE00001,idle_reduction,mixed,0.846,L001,scenario,6,8,0.474,0.585,11.1,second_trigger,2026-01-25T06:00:00
TR00562,OP1020,SE00477,seatbelt_compliance,operator-driven,0.735,L002,scenario,5,9,0.544,0.576,3.2,first_trigger,2026-01-05T06:00:00
TR00563,OP1017,SE00607,swing_zone_awareness,operator-driven,0.895,L003,micro_lesson,6,10,0.473,0.76,28.6,first_trigger,2026-02-12T06:00:00
TR00564,OP1020,SE00858,efficient_loading,operator-driven,0.924,L004,scenario,3,6,0.607,0.67,6.3,first_trigger,2026-02-15T06:00:00
TR00565,OP1021,SE00553,efficient_loading,mixed,0.921,L004,micro_lesson,7,10,0.612,0.677,6.5,first_trigger,2026-01-26T06:00:00
TR00566,OP1024,SE00356,idle_reduction,mixed,0.797,L001,quiz_only,7,10,0.324,0.483,15.9,second_trigger,2026-02-17T06:00:00
TR00567,OP1003,SE01347,idle_reduction,mixed,0.739,L001,micro_lesson,7,9,0.396,0.476,8.0,first_trigger,2026-01-25T06:00:00
TR00568,OP1008,SE00270,efficient_loading,operator-driven,0.793,L004,micro_lesson,3,10,0.446,0.626,18.0,second_trigger,2026-01-08T06:00:00
TR00569,OP1020,SE00865,seatbelt_compliance,operator-driven,0.939,L002,quiz_only,3,10,0.683,0.756,7.3,first_trigger,2026-01-30T06:00:00
TR00570,OP1012,SE00183,efficient_loading,operator-driven,0.815,L004,micro_lesson,5,8,0.679,0.976,29.8,second_trigger,2026-02-08T06:00:00
TR00571,OP1027,SE01445,swing_zone_awareness,mixed,0.756,L003,micro_lesson,7,7,0.47,0.616,14.6,second_trigger,2026-02-11T06:00:00
TR00572,OP1014,SE00238,efficient_loading,mixed,0.829,L004,micro_lesson,6,10,0.38,0.623,24.3,first_trigger,2026-02-09T06:00:00
TR00573,OP1017,SE01217,swing_zone_awareness,operator-driven,0.737,L003,quiz_only,4,10,0.349,0.411,6.2,first_trigger,2026-01-14T06:00:00
TR00574,OP1028,SE01217,idle_reduction,mixed,0.733,L001,micro_lesson,3,8,0.33,0.366,3.6,first_trigger,2026-01-19T06:00:00
TR00575,OP1015,SE00448,idle_reduction,mixed,0.851,L001,quiz_only,6,5,0.444,0.716,27.2,second_trigger,2026-02-11T06:00:00
TR00576,OP1003,SE01383,fuel_efficiency,operator-driven,0.731,L005,quiz_only,5,7,0.696,0.708,1.2,escalated_to_supervisor,2026-01-18T06:00:00
TR00577,OP1021,SE00360,fuel_efficiency,mixed,0.907,L005,scenario,3,6,0.496,0.644,14.8,second_trigger,2026-01-24T06:00:00
TR00578,OP1020,SE00480,efficient_loading,mixed,0.93,L004,quiz_only,6,8,0.723,0.949,22.6,escalated_to_supervisor,2026-02-16T06:00:00
TR00579,OP1021,SE01267,seatbelt_compliance,mixed,0.816,L002,scenario,3,8,0.65,0.77,12.0,first_trigger,2026-01-15T06:00:00
TR00580,OP1026,SE00820,efficient_loading,operator-driven,0.93,L004,scenario,6,7,0.717,0.942,22.5,second_trigger,2026-01-09T06:00:00
TR00581,OP1015,SE00652,efficient_loading,mixed,0.917,L004,micro_lesson,3,10,0.304,0.361,5.7,escalated_to_supervisor,2026-01-15T06:00:00
TR00582,OP1012,SE00912,fuel_efficiency,mixed,0.932,L005,scenario,6,8,0.468,0.746,27.8,first_trigger,2026-01-20T06:00:00
TR00583,OP1016,SE00473,seatbelt_compliance,operator-driven,0.732,L002,micro_lesson,7,9,0.396,0.478,8.2,second_trigger,2026-02-03T06:00:00
TR00584,OP1014,SE00467,seatbelt_compliance,mixed,0.856,L002,quiz_only,7,10,0.498,0.754,25.6,first_trigger,2026-01-25T06:00:00
TR00585,OP1010,SE00461,efficient_loading,mixed,0.907,L004,scenario,7,6,0.311,0.422,11.1,first_trigger,2026-02-12T06:00:00
TR00586,OP1004,SE01352,fuel_efficiency,operator-driven,0.685,L005,micro_lesson,5,5,0.484,0.55,6.6,first_trigger,2026-01-09T06:00:00
TR00587,OP1012,SE00855,idle_reduction,mixed,0.814,L001,micro_lesson,5,8,0.604,0.816,21.2,first_trigger,2026-02-27T06:00:00
TR00588,OP1016,SE00805,idle_reduction,operator-driven,0.855,L001,micro_lesson,5,7,0.451,0.519,6.8,first_trigger,2026-01-29T06:00:00
TR00589,OP1021,SE01437,idle_reduction,mixed,0.884,L001,micro_lesson,3,7,0.714,0.879,16.5,second_trigger,2026-02-16T06:00:00
TR00590,OP1025,SE01223,fuel_efficiency,operator-driven,0.876,L005,micro_lesson,5,10,0.406,0.531,12.6,second_trigger,2026-02-21T06:00:00
TR00591,OP1003,SE00309,idle_reduction,operator-driven,0.915,L001,scenario,3,10,0.73,0.985,25.5,first_trigger,2026-01-27T06:00:00
TR00592,OP1018,SE01414,efficient_loading,operator-driven,0.707,L004,quiz_only,5,6,0.411,0.436,2.5,first_trigger,2026-02-13T06:00:00
TR00593,OP1029,SE00856,idle_reduction,mixed,0.914,L001,micro_lesson,6,10,0.624,0.742,11.8,second_trigger,2026-02-25T06:00:00
TR00594,OP1013,SE01339,swing_zone_awareness,mixed,0.919,L003,quiz_only,5,5,0.6,0.699,9.8,second_trigger,2026-02-27T06:00:00
TR00595,OP1013,SE00837,fuel_efficiency,operator-driven,0.803,L005,quiz_only,3,5,0.679,0.969,29.0,escalated_to_supervisor,2026-02-13T06:00:00
TR00596,OP1004,SE00334,seatbelt_compliance,mixed,0.663,L002,micro_lesson,4,9,0.558,0.565,0.7,first_trigger,2026-01-05T06:00:00
TR00597,OP1004,SE01469,efficient_loading,mixed,0.668,L004,scenario,5,8,0.64,0.69,5.1,second_trigger,2026-02-05T06:00:00
TR00598,OP1026,SE01282,seatbelt_compliance,mixed,0.666,L002,quiz_only,4,5,0.469,0.564,9.5,first_trigger,2026-02-03T06:00:00
TR00599,OP1011,SE00071,idle_reduction,operator-driven,0.851,L001,quiz_only,4,9,0.408,0.485,7.6,first_trigger,2026-02-20T06:00:00
TR00600,OP1015,SE00014,fuel_efficiency,operator-driven,0.696,L005,micro_lesson,7,8,0.464,0.532,6.9,second_trigger,2026-01-07T06:00:00
TR00601,OP1022,SE01369,efficient_loading,mixed,0.804,L004,quiz_only,4,8,0.349,0.405,5.6,first_trigger,2026-01-21T06:00:00
TR00602,OP1002,SE01154,fuel_efficiency,operator-driven,0.885,L005,quiz_only,3,8,0.492,0.765,27.3,first_trigger,2026-02-13T06:00:00
TR00603,OP1026,SE01216,swing_zone_awareness,mixed,0.77,L003,scenario,4,7,0.688,0.885,19.8,first_trigger,2026-02-21T06:00:00
TR00604,OP1028,SE00216,fuel_efficiency,operator-driven,0.845,L005,micro_lesson,6,6,0.332,0.416,8.4,first_trigger,2026-01-29T06:00:00
TR00605,OP1009,SE00806,seatbelt_compliance,mixed,0.777,L002,micro_lesson,4,8,0.673,0.873,20.0,first_trigger,2026-01-31T06:00:00
TR00606,OP1015,SE00429,idle_reduction,mixed,0.788,L001,quiz_only,4,8,0.604,0.8,19.6,second_trigger,2026-02-25T06:00:00
TR00607,OP1001,SE01274,seatbelt_compliance,operator-driven,0.784,L002,scenario,3,5,0.549,0.83,28.1,first_trigger,2026-02-28T06:00:00
TR00608,OP1002,SE01275,seatbelt_compliance,operator-driven,0.813,L002,micro_lesson,4,9,0.482,0.592,11.0,first_trigger,2026-02-03T06:00:00
TR00609,OP1021,SE00698,swing_zone_awareness,mixed,0.84,L003,quiz_only,7,8,0.463,0.576,11.3,escalated_to_supervisor,2026-02-24T06:00:00
TR00610,OP1022,SE01500,seatbelt_compliance,operator-driven,0.856,L002,micro_lesson,6,8,0.409,0.607,19.8,first_trigger,2026-01-19T06:00:00
TR00611,OP1018,SE01481,efficient_loading,mixed,0.875,L004,quiz_only,4,5,0.537,0.711,17.4,second_trigger,2026-01-29T06:00:00
TR00612,OP1014,SE01092,fuel_efficiency,operator-driven,0.897,L005,scenario,4,9,0.685,0.76,7.6,second_trigger,2026-01-13T06:00:00
TR00613,OP1014,SE00759,fuel_efficiency,operator-driven,0.766,L005,quiz_only,3,8,0.413,0.641,22.8,first_trigger,2026-02-08T06:00:00
TR00614,OP1003,SE01349,idle_reduction,operator-driven,0.866,L001,micro_lesson,7,6,0.447,0.732,28.5,second_trigger,2026-02-09T06:00:00
TR00615,OP1029,SE00926,fuel_efficiency,mixed,0.733,L005,scenario,7,7,0.348,0.363,1.6,escalated_to_supervisor,2026-01-05T06:00:00
TR00616,OP1021,SE01046,idle_reduction,mixed,0.726,L001,micro_lesson,3,5,0.382,0.435,5.3,first_trigger,2026-01-12T06:00:00
TR00617,OP1016,SE01042,seatbelt_compliance,mixed,0.855,L002,micro_lesson,3,7,0.33,0.501,17.1,escalated_to_supervisor,2026-01-18T06:00:00
TR00618,OP1009,SE00402,fuel_efficiency,mixed,0.832,L005,quiz_only,3,10,0.575,0.824,24.9,second_trigger,2026-01-18T06:00:00
TR00619,OP1003,SE00161,swing_zone_awareness,mixed,0.936,L003,quiz_only,3,8,0.518,0.576,5.8,second_trigger,2026-01-03T06:00:00
TR00620,OP1023,SE00340,swing_zone_awareness,operator-driven,0.89,L003,scenario,4,8,0.558,0.668,11.0,first_trigger,2026-01-07T06:00:00
TR00621,OP1025,SE00016,swing_zone_awareness,mixed,0.85,L003,scenario,5,6,0.702,0.972,27.0,second_trigger,2026-01-24T06:00:00
TR00622,OP1016,SE00217,efficient_loading,mixed,0.902,L004,scenario,4,7,0.375,0.65,27.5,first_trigger,2026-02-11T06:00:00
TR00623,OP1006,SE01489,swing_zone_awareness,mixed,0.758,L003,micro_lesson,5,5,0.586,0.742,15.7,first_trigger,2026-01-10T06:00:00
TR00624,OP1014,SE00610,fuel_efficiency,operator-driven,0.737,L005,micro_lesson,5,6,0.359,0.384,2.4,second_trigger,2026-02-24T06:00:00
TR00625,OP1005,SE01339,swing_zone_awareness,operator-driven,0.903,L003,scenario,3,8,0.381,0.602,22.1,second_trigger,2026-01-14T06:00:00
TR00626,OP1022,SE00643,seatbelt_compliance,operator-driven,0.702,L002,scenario,4,10,0.69,0.714,2.3,first_trigger,2026-02-23T06:00:00
TR00627,OP1018,SE00510,idle_reduction,mixed,0.821,L001,micro_lesson,5,7,0.304,0.387,8.2,first_trigger,2026-01-28T06:00:00
TR00628,OP1024,SE00003,fuel_efficiency,operator-driven,0.948,L005,scenario,3,9,0.463,0.598,13.5,first_trigger,2026-02-20T06:00:00
TR00629,OP1021,SE00305,efficient_loading,mixed,0.949,L004,quiz_only,4,7,0.312,0.478,16.6,escalated_to_supervisor,2026-02-10T06:00:00
TR00630,OP1019,SE00602,efficient_loading,operator-driven,0.773,L004,scenario,6,6,0.385,0.58,19.5,second_trigger,2026-02-26T06:00:00
TR00631,OP1007,SE00907,efficient_loading,operator-driven,0.887,L004,quiz_only,4,10,0.55,0.77,22.0,second_trigger,2026-02-15T06:00:00
TR00632,OP1030,SE01166,efficient_loading,operator-driven,0.77,L004,micro_lesson,5,10,0.601,0.791,19.1,second_trigger,2026-02-06T06:00:00
TR00633,OP1028,SE00384,swing_zone_awareness,mixed,0.826,L003,micro_lesson,5,9,0.611,0.9,28.9,first_trigger,2026-01-04T06:00:00
TR00634,OP1026,SE00565,idle_reduction,operator-driven,0.847,L001,scenario,6,7,0.496,0.622,12.6,escalated_to_supervisor,2026-01-25T06:00:00
TR00635,OP1021,SE01494,swing_zone_awareness,operator-driven,0.815,L003,quiz_only,6,9,0.602,0.746,14.4,first_trigger,2026-01-30T06:00:00
TR00636,OP1019,SE01160,efficient_loading,mixed,0.908,L004,scenario,5,5,0.668,0.831,16.3,second_trigger,2026-01-17T06:00:00
TR00637,OP1012,SE00047,fuel_efficiency,operator-driven,0.829,L005,quiz_only,3,7,0.415,0.652,23.7,first_trigger,2026-02-10T06:00:00
TR00638,OP1027,SE00893,idle_reduction,mixed,0.768,L001,scenario,5,7,0.482,0.571,9.0,second_trigger,2026-01-03T06:00:00
TR00639,OP1006,SE00872,seatbelt_compliance,operator-driven,0.664,L002,quiz_only,6,5,0.596,0.64,4.4,first_trigger,2026-02-21T06:00:00
TR00640,OP1029,SE01424,efficient_loading,mixed,0.672,L004,scenario,5,9,0.675,0.709,3.4,escalated_to_supervisor,2026-01-26T06:00:00
TR00641,OP1012,SE00035,swing_zone_awareness,mixed,0.869,L003,scenario,6,10,0.433,0.617,18.4,second_trigger,2026-01-20T06:00:00
TR00642,OP1009,SE01440,efficient_loading,mixed,0.886,L004,scenario,6,8,0.354,0.439,8.6,first_trigger,2026-02-20T06:00:00
TR00643,OP1013,SE01345,swing_zone_awareness,mixed,0.912,L003,quiz_only,5,5,0.366,0.587,22.0,first_trigger,2026-01-11T06:00:00
TR00644,OP1012,SE00143,swing_zone_awareness,operator-driven,0.885,L003,quiz_only,3,6,0.356,0.598,24.3,second_trigger,2026-01-06T06:00:00
TR00645,OP1009,SE00817,fuel_efficiency,operator-driven,0.753,L005,quiz_only,7,5,0.544,0.639,9.5,second_trigger,2026-01-08T06:00:00
TR00646,OP1023,SE01216,swing_zone_awareness,operator-driven,0.782,L003,scenario,7,7,0.43,0.702,27.2,second_trigger,2026-01-09T06:00:00
TR00647,OP1003,SE00874,efficient_loading,mixed,0.804,L004,micro_lesson,7,10,0.412,0.522,11.0,escalated_to_supervisor,2026-01-14T06:00:00
TR00648,OP1005,SE01108,idle_reduction,mixed,0.862,L001,micro_lesson,5,7,0.711,0.823,11.2,first_trigger,2026-01-07T06:00:00
TR00649,OP1015,SE01460,seatbelt_compliance,mixed,0.813,L002,quiz_only,7,7,0.519,0.769,25.0,second_trigger,2026-01-18T06:00:00
TR00650,OP1005,SE00562,idle_reduction,mixed,0.679,L001,quiz_only,6,9,0.6,0.697,9.7,second_trigger,2026-01-31T06:00:00
TR00651,OP1018,SE01189,swing_zone_awareness,operator-driven,0.735,L003,quiz_only,3,7,0.631,0.669,3.8,second_trigger,2026-02-09T06:00:00
TR00652,OP1013,SE00629,idle_reduction,operator-driven,0.866,L001,micro_lesson,6,8,0.55,0.84,28.9,second_trigger,2026-02-10T06:00:00
TR00653,OP1028,SE01386,idle_reduction,operator-driven,0.718,L001,quiz_only,7,6,0.507,0.586,7.9,second_trigger,2026-02-20T06:00:00
TR00654,OP1030,SE00702,idle_reduction,mixed,0.856,L001,micro_lesson,6,8,0.428,0.581,15.3,second_trigger,2026-02-20T06:00:00
TR00655,OP1006,SE00077,idle_reduction,operator-driven,0.751,L001,micro_lesson,7,5,0.608,0.68,7.2,first_trigger,2026-01-28T06:00:00
TR00656,OP1014,SE00994,efficient_loading,operator-driven,0.695,L004,quiz_only,4,5,0.56,0.605,4.5,first_trigger,2026-02-25T06:00:00
TR00657,OP1004,SE00265,idle_reduction,operator-driven,0.943,L001,quiz_only,6,8,0.581,0.771,19.1,first_trigger,2026-02-19T06:00:00
TR00658,OP1022,SE00317,efficient_loading,operator-driven,0.809,L004,micro_lesson,5,9,0.31,0.475,16.6,second_trigger,2026-02-07T06:00:00
TR00659,OP1002,SE01323,swing_zone_awareness,operator-driven,0.806,L003,quiz_only,4,5,0.698,0.754,5.7,escalated_to_supervisor,2026-01-16T06:00:00
TR00660,OP1023,SE00366,swing_zone_awareness,mixed,0.761,L003,quiz_only,3,8,0.673,0.794,12.1,second_trigger,2026-01-03T06:00:00
TR00661,OP1004,SE00840,efficient_loading,operator-driven,0.926,L004,micro_lesson,7,8,0.443,0.698,25.5,escalated_to_supervisor,2026-01-13T06:00:00
TR00662,OP1010,SE00422,swing_zone_awareness,operator-driven,0.658,L003,quiz_only,4,5,0.535,0.567,3.2,first_trigger,2026-02-09T06:00:00
TR00663,OP1014,SE00690,swing_zone_awareness,mixed,0.926,L003,scenario,6,5,0.46,0.561,10.1,first_trigger,2026-02-12T06:00:00
TR00664,OP1006,SE00847,swing_zone_awareness,mixed,0.756,L003,quiz_only,4,9,0.445,0.54,9.5,second_trigger,2026-01-30T06:00:00
TR00665,OP1007,SE00674,seatbelt_compliance,operator-driven,0.928,L002,micro_lesson,6,8,0.497,0.592,9.4,first_trigger,2026-03-01T06:00:00
TR00666,OP1006,SE01297,swing_zone_awareness,mixed,0.737,L003,scenario,5,10,0.603,0.614,1.2,first_trigger,2026-01-13T06:00:00
TR00667,OP1002,SE01102,idle_reduction,mixed,0.749,L001,quiz_only,4,5,0.623,0.625,0.2,first_trigger,2026-01-10T06:00:00
TR00668,OP1014,SE00401,idle_reduction,mixed,0.898,L001,quiz_only,3,9,0.634,0.832,19.8,second_trigger,2026-01-02T06:00:00
TR00669,OP1028,SE00300,idle_reduction,operator-driven,0.665,L001,scenario,6,8,0.653,0.718,6.5,first_trigger,2026-02-17T06:00:00
TR00670,OP1027,SE00461,swing_zone_awareness,operator-driven,0.828,L003,quiz_only,6,6,0.587,0.86,27.3,first_trigger,2026-01-12T06:00:00
TR00671,OP1006,SE00574,seatbelt_compliance,operator-driven,0.672,L002,scenario,4,5,0.408,0.421,1.3,first_trigger,2026-01-10T06:00:00
TR00672,OP1011,SE00696,seatbelt_compliance,mixed,0.881,L002,micro_lesson,7,7,0.673,0.755,8.2,second_trigger,2026-02-01T06:00:00
TR00673,OP1002,SE00977,fuel_efficiency,operator-driven,0.686,L005,micro_lesson,7,9,0.572,0.613,4.1,escalated_to_supervisor,2026-02-27T06:00:00
TR00674,OP1019,SE00325,efficient_loading,operator-driven,0.95,L004,micro_lesson,3,8,0.461,0.597,13.7,second_trigger,2026-01-31T06:00:00
TR00675,OP1009,SE00882,seatbelt_compliance,mixed,0.917,L002,quiz_only,4,7,0.317,0.583,26.6,escalated_to_supervisor,2026-01-16T06:00:00
TR00676,OP1020,SE00608,seatbelt_compliance,operator-driven,0.842,L002,scenario,6,8,0.406,0.68,27.3,first_trigger,2026-01-14T06:00:00
TR00677,OP1011,SE00707,fuel_efficiency,operator-driven,0.725,L005,quiz_only,7,6,0.507,0.53,2.3,first_trigger,2026-02-21T06:00:00
TR00678,OP1025,SE01174,fuel_efficiency,operator-driven,0.899,L005,quiz_only,3,5,0.318,0.504,18.6,first_trigger,2026-01-13T06:00:00
TR00679,OP1009,SE00172,seatbelt_compliance,mixed,0.665,L002,scenario,6,7,0.405,0.421,1.6,second_trigger,2026-02-09T06:00:00
TR00680,OP1029,SE00846,efficient_loading,operator-driven,0.894,L004,micro_lesson,4,6,0.522,0.653,13.1,escalated_to_supervisor,2026-01-16T06:00:00
TR00681,OP1019,SE00470,swing_zone_awareness,mixed,0.813,L003,scenario,5,7,0.491,0.787,29.5,second_trigger,2026-01-03T06:00:00
TR00682,OP1030,SE00272,idle_reduction,operator-driven,0.668,L001,quiz_only,7,10,0.325,0.389,6.4,second_trigger,2026-01-24T06:00:00
TR00683,OP1012,SE01080,seatbelt_compliance,operator-driven,0.789,L002,scenario,4,6,0.366,0.436,7.0,first_trigger,2026-01-31T06:00:00
TR00684,OP1016,SE01375,seatbelt_compliance,mixed,0.679,L002,quiz_only,7,7,0.71,0.724,1.4,second_trigger,2026-01-08T06:00:00
TR00685,OP1025,SE00603,idle_reduction,operator-driven,0.834,L001,micro_lesson,5,7,0.685,0.752,6.7,second_trigger,2026-01-16T06:00:00
TR00686,OP1011,SE00183,swing_zone_awareness,mixed,0.7,L003,micro_lesson,5,10,0.335,0.361,2.6,escalated_to_supervisor,2026-01-16T06:00:00
TR00687,OP1025,SE00831,idle_reduction,operator-driven,0.734,L001,micro_lesson,3,5,0.512,0.554,4.2,second_trigger,2026-02-26T06:00:00
TR00688,OP1009,SE00318,seatbelt_compliance,mixed,0.777,L002,scenario,5,7,0.478,0.695,21.7,first_trigger,2026-01-29T06:00:00
TR00689,OP1017,SE00018,efficient_loading,operator-driven,0.867,L004,scenario,6,8,0.519,0.78,26.1,escalated_to_supervisor,2026-01-05T06:00:00
TR00690,OP1009,SE00837,seatbelt_compliance,mixed,0.675,L002,quiz_only,4,6,0.347,0.433,8.6,first_trigger,2026-02-05T06:00:00
TR00691,OP1005,SE00149,efficient_loading,operator-driven,0.742,L004,quiz_only,7,6,0.31,0.313,0.3,escalated_to_supervisor,2026-02-07T06:00:00
TR00692,OP1011,SE00241,seatbelt_compliance,operator-driven,0.942,L002,micro_lesson,6,5,0.339,0.445,10.5,first_trigger,2026-02-02T06:00:00
TR00693,OP1012,SE00408,fuel_efficiency,mixed,0.879,L005,scenario,6,9,0.532,0.666,13.4,first_trigger,2026-01-04T06:00:00
TR00694,OP1002,SE00235,efficient_loading,mixed,0.817,L004,quiz_only,5,6,0.729,0.86,13.0,first_trigger,2026-01-21T06:00:00
TR00695,OP1012,SE01035,seatbelt_compliance,operator-driven,0.673,L002,scenario,3,5,0.719,0.744,2.6,first_trigger,2026-02-17T06:00:00
TR00696,OP1014,SE00527,seatbelt_compliance,operator-driven,0.764,L002,micro_lesson,3,8,0.545,0.621,7.6,second_trigger,2026-01-16T06:00:00
TR00697,OP1008,SE01310,idle_reduction,mixed,0.828,L001,scenario,3,6,0.352,0.408,5.7,first_trigger,2026-01-06T06:00:00
TR00698,OP1026,SE01029,fuel_efficiency,operator-driven,0.696,L005,scenario,3,10,0.675,0.703,2.9,second_trigger,2026-02-11T06:00:00
TR00699,OP1016,SE01220,idle_reduction,mixed,0.798,L001,scenario,7,10,0.628,0.784,15.6,first_trigger,2026-01-29T06:00:00
TR00700,OP1007,SE00483,idle_reduction,mixed,0.764,L001,quiz_only,4,9,0.593,0.846,25.3,first_trigger,2026-01-08T06:00:00
TR00701,OP1028,SE00900,efficient_loading,mixed,0.781,L004,micro_lesson,6,7,0.75,0.968,21.8,second_trigger,2026-01-26T06:00:00
TR00702,OP1022,SE01272,fuel_efficiency,operator-driven,0.93,L005,quiz_only,3,7,0.597,0.709,11.2,first_trigger,2026-01-19T06:00:00
TR00703,OP1017,SE00094,swing_zone_awareness,operator-driven,0.94,L003,quiz_only,3,5,0.422,0.6,17.8,second_trigger,2026-02-16T06:00:00
TR00704,OP1005,SE00741,fuel_efficiency,mixed,0.798,L005,micro_lesson,6,6,0.618,0.833,21.5,first_trigger,2026-01-20T06:00:00
TR00705,OP1013,SE00050,efficient_loading,mixed,0.829,L004,quiz_only,6,7,0.372,0.521,14.9,first_trigger,2026-02-26T06:00:00
TR00706,OP1023,SE00863,swing_zone_awareness,mixed,0.808,L003,scenario,6,6,0.443,0.542,9.8,second_trigger,2026-02-20T06:00:00
TR00707,OP1014,SE01258,swing_zone_awareness,mixed,0.669,L003,micro_lesson,7,5,0.312,0.348,3.7,first_trigger,2026-02-19T06:00:00
TR00708,OP1010,SE00814,seatbelt_compliance,mixed,0.871,L002,micro_lesson,4,10,0.542,0.597,5.5,first_trigger,2026-01-03T06:00:00
TR00709,OP1013,SE01164,idle_reduction,operator-driven,0.7,L001,micro_lesson,3,8,0.304,0.33,2.6,escalated_to_supervisor,2026-01-23T06:00:00
TR00710,OP1009,SE00960,fuel_efficiency,operator-driven,0.87,L005,scenario,5,9,0.572,0.825,25.2,first_trigger,2026-02-03T06:00:00
TR00711,OP1002,SE01243,fuel_efficiency,mixed,0.694,L005,scenario,6,8,0.414,0.425,1.2,first_trigger,2026-01-27T06:00:00
TR00712,OP1014,SE00070,idle_reduction,operator-driven,0.942,L001,scenario,6,7,0.714,0.99,27.7,second_trigger,2026-02-01T06:00:00
TR00713,OP1002,SE00135,seatbelt_compliance,mixed,0.677,L002,quiz_only,3,5,0.516,0.583,6.7,first_trigger,2026-01-09T06:00:00
TR00714,OP1004,SE00958,seatbelt_compliance,operator-driven,0.824,L002,scenario,3,5,0.469,0.561,9.2,first_trigger,2026-02-21T06:00:00
TR00715,OP1002,SE00231,efficient_loading,mixed,0.895,L004,micro_lesson,7,10,0.693,0.794,10.1,first_trigger,2026-01-13T06:00:00
TR00716,OP1020,SE01140,swing_zone_awareness,mixed,0.686,L003,quiz_only,6,8,0.741,0.76,1.9,first_trigger,2026-02-03T06:00:00
TR00717,OP1018,SE01249,fuel_efficiency,mixed,0.876,L005,quiz_only,7,8,0.377,0.479,10.3,second_trigger,2026-01-21T06:00:00
TR00718,OP1017,SE00694,fuel_efficiency,operator-driven,0.851,L005,scenario,3,10,0.593,0.645,5.2,first_trigger,2026-01-07T06:00:00
TR00719,OP1027,SE01102,efficient_loading,mixed,0.691,L004,scenario,3,10,0.325,0.35,2.5,first_trigger,2026-02-11T06:00:00
TR00720,OP1012,SE00769,idle_reduction,operator-driven,0.692,L001,scenario,3,10,0.65,0.73,8.0,second_trigger,2026-01-09T06:00:00
