session_id,task_id,operator_id,machine_id,start_timestamp,end_timestamp,task_type,task_phase,workload,target_output,priority,machine_condition,attachment_type,engine_hours,engine_load_pct,load_cycles,soil_material,soil_moisture_pct,soil_hardness_index,site_slope_deg,surface_type,congestion_level,travel_distance_km,rain_mm,temperature_c,heat_index_c,visibility_m,dust_level,day_night,shift_elapsed_min,operator_cumulative_hours,recent_idle_ratio,recent_load_ratio,recent_incident_count,actual_task_duration_min,actual_fuel_used_l,actual_idle_time_min,actual_cycle_count,data_source,synthetic_flag,data_quality_confidence
S003821,T00057,OP1003,EXC007,2026-08-28T00:20:46,2026-08-28T02:48:36,stockpiling,active,heavy,235.9,5,poor,ripper,3915.0,84.7,191,rock,21.9,0.872,11.3,wet,medium,2.34,3.03,30.6,32.6,1306.0,low,night,0.0,17887.7,0.0392,0.8577,0,147.83,78.01,9.02,191,synthetic,True,0.85
S003822,T00237,OP1009,EXC008,2026-08-28T02:23:49,2026-08-28T02:54:38,stockpiling,active,light,96.1,1,good,ripper,4805.0,43.6,37,rock,16.5,0.88,2.4,soft,medium,3.68,0.0,36.7,36.7,2006.0,low,night,0.0,26282.4,0.1254,0.2812,0,30.82,2.51,3.8,37,synthetic,True,0.85
S003823,T01375,OP1002,EXC009,2026-08-28T03:43:54,2026-08-28T05:28:09,stockpiling,wrap_up,heavy,86.2,4,good,grapple,4810.0,82.5,83,rock,21.9,0.872,11.3,wet,medium,2.8,0.0,18.1,18.1,3266.0,low,night,0.0,17081.9,0.072,0.8777,0,104.26,17.57,8.52,83,synthetic,True,0.85
S003824,T00782,OP1022,EXC010,2026-08-28T04:30:26,2026-08-28T05:39:07,hauling,active,heavy,31.5,3,good,hammer,5000.0,86.1,45,mixed,71.5,0.761,10.1,rocky,low,3.63,0.0,34.7,34.7,1613.0,low,night,0.0,3675.8,0.1531,0.8159,2,68.68,17.54,11.28,45,synthetic,True,0.85
S003825,T00671,OP1024,EXC009,2026-08-28T06:28:44,2026-08-28T06:57:17,loading,active,medium,90.1,4,good,ripper,4810.0,71.5,42,sand,79.3,0.142,9.0,paved,low,4.84,0.0,35.9,35.9,3299.0,low,day,28.0,23929.6,0.1796,0.5153,0,28.54,6.27,4.95,42,synthetic,True,0.85
S003826,T01489,OP1014,EXC005,2026-08-28T07:52:12,2026-08-28T08:47:34,hauling,setup,medium,22.0,5,poor,bucket,4290.0,59.7,56,gravel,44.4,0.382,3.3,soft,high,2.85,0.0,31.1,31.1,2015.0,low,day,112.0,34481.9,0.1082,0.6198,2,55.35,7.67,5.79,56,synthetic,True,0.85
S003827,T00437,OP1019,EXC008,2026-08-28T09:56:23,2026-08-28T10:47:06,loading,active,heavy,32.1,2,good,ripper,4805.0,82.4,54,rock,16.5,0.88,2.4,soft,medium,4.52,0.0,32.1,32.1,2823.0,low,day,236.0,33832.4,0.2175,0.8746,2,50.71,17.32,11.02,54,synthetic,True,0.85
S003828,T01190,OP1030,EXC004,2026-08-28T10:51:03,2026-08-28T12:15:09,loading,active,heavy,46.5,4,good,ripper,3790.0,80.9,55,mixed,35.7,0.409,11.8,wet,high,4.48,0.0,37.8,37.8,3731.0,low,day,291.0,20729.9,0.3229,0.8216,0,84.11,24.37,28.3,55,synthetic,True,0.85
S003829,T00286,OP1004,EXC001,2026-08-28T12:52:00,2026-08-28T13:41:59,hauling,setup,heavy,31.8,1,good,grapple,3905.0,83.5,33,rock,16.5,0.88,2.4,soft,medium,3.58,0.0,35.8,35.8,403.0,medium,day,412.0,24823.0,0.1412,0.8636,0,49.99,15.57,7.65,33,synthetic,True,0.85
S003830,T00294,OP1020,EXC007,2026-08-28T14:05:17,2026-08-28T15:36:41,excavation,active,medium,398.2,4,poor,bucket,3915.0,68.6,94,mixed,71.5,0.761,10.1,rocky,low,0.26,0.0,39.1,39.1,3985.0,low,day,485.0,22608.9,0.1053,0.6326,0,91.4,20.5,9.41,94,synthetic,True,0.85
S003831,T00404,OP1011,EXC003,2026-08-28T15:01:16,2026-08-28T16:18:05,grading,active,light,780.9,2,poor,blade,4055.0,38.8,100,rock,21.9,0.872,11.3,wet,medium,3.91,0.0,32.6,32.6,511.0,low,day,541.0,33579.8,0.1207,0.2868,0,76.81,17.93,9.52,100,synthetic,True,0.85
S003832,T01321,OP1019,EXC006,2026-08-28T17:26:21,2026-08-28T18:24:12,loading,active,medium,49.7,5,poor,hammer,3970.0,62.5,65,rock,42.1,0.735,1.4,paved,high,0.27,0.0,33.1,33.1,3517.0,low,day,686.0,33769.8,0.2235,0.6478,2,57.84,16.3,12.18,65,synthetic,True,0.85
S003833,T00676,OP1003,EXC001,2026-08-28T18:56:00,2026-08-28T19:49:57,stockpiling,active,medium,135.7,4,good,hammer,3905.0,63.5,68,gravel,44.4,0.382,3.3,soft,high,3.74,0.0,16.6,16.6,1488.0,low,day,776.0,17843.3,0.0769,0.6461,2,53.95,12.13,4.07,68,synthetic,True,0.85
S003834,T00080,OP1004,EXC003,2026-08-28T19:47:56,2026-08-28T22:58:29,trenching,active,heavy,127.5,2,poor,blade,4055.0,86.2,132,rock,21.9,0.872,11.3,wet,medium,0.36,0.0,15.2,15.2,2428.0,low,night,827.0,24685.0,0.1262,0.8874,2,190.55,78.95,23.06,132,synthetic,True,0.85
S003835,T00588,OP1017,EXC004,2026-08-28T21:52:20,2026-08-28T22:32:43,loading,active,light,50.6,3,good,grapple,3790.0,39.4,30,mixed,35.7,0.409,11.8,wet,high,0.12,2.21,21.1,23.1,642.0,low,night,952.0,19276.9,0.256,0.3107,2,40.38,3.29,10.51,30,synthetic,True,0.85
S003836,T01455,OP1014,EXC003,2026-08-28T23:24:46,2026-08-29T02:17:25,loading,active,heavy,14.0,5,poor,ripper,4055.0,92.4,179,rock,28.3,0.906,14.1,rocky,high,0.82,3.77,36.5,38.5,2091.0,low,night,1044.0,34409.8,0.0836,0.8179,2,172.66,52.69,14.06,179,synthetic,True,0.85
S003837,T00474,OP1019,EXC003,2026-08-29T00:02:03,2026-08-29T01:31:15,excavation,active,light,464.9,2,poor,grapple,4055.0,52.1,96,rock,18.0,0.794,14.9,soft,medium,3.16,0.0,39.7,39.7,704.0,low,night,0.0,33737.4,0.1923,0.3545,0,89.2,25.95,17.1,96,synthetic,True,0.85
S003838,T00104,OP1010,EXC005,2026-08-29T01:58:25,2026-08-29T04:01:23,excavation,active,light,266.5,2,poor,grapple,4290.0,44.1,96,rock,28.3,0.906,14.1,rocky,high,3.77,0.08,37.7,39.7,3588.0,low,night,0.0,23327.7,0.2075,0.3323,1,122.96,18.79,25.76,96,synthetic,True,0.85
S003839,T00883,OP1030,EXC006,2026-08-29T03:43:27,2026-08-29T04:28:12,hauling,active,light,18.4,4,poor,grapple,3970.0,35.7,28,mixed,35.7,0.409,11.8,wet,high,0.26,0.0,34.9,34.9,1378.0,low,night,0.0,20898.9,0.2988,0.3154,2,44.74,8.52,14.09,28,synthetic,True,0.85
S003840,T00950,OP1025,EXC005,2026-08-29T04:37:12,2026-08-29T05:39:18,stockpiling,active,light,44.0,1,poor,ripper,4290.0,39.1,61,rock,42.1,0.735,1.4,paved,high,0.15,0.0,33.3,33.3,3977.0,low,night,0.0,14420.4,0.1392,0.3612,2,62.1,7.25,8.57,61,synthetic,True,0.85
S003841,T01086,OP1023,EXC002,2026-08-29T06:02:32,2026-08-29T07:28:41,stockpiling,active,medium,281.6,3,fair,grapple,3950.0,54.2,60,rock,21.9,0.872,11.3,wet,medium,2.19,0.0,27.6,27.6,1870.0,low,day,2.0,3599.8,0.1572,0.5845,0,86.15,13.69,13.56,60,synthetic,True,0.85
S003842,T01407,OP1016,EXC001,2026-08-29T07:40:15,2026-08-29T08:12:23,loading,active,medium,94.9,4,good,hammer,3905.0,70.7,40,sand,79.3,0.142,9.0,paved,low,4.55,0.44,26.9,28.9,3805.0,low,day,100.0,22454.1,0.1983,0.6099,1,32.14,5.09,6.86,40,synthetic,True,0.85
S003843,T00846,OP1020,EXC006,2026-08-29T09:03:13,2026-08-29T11:14:28,grading,active,heavy,640.9,1,poor,blade,3970.0,85.7,135,rock,21.9,0.872,11.3,wet,medium,3.43,0.0,37.4,37.4,3549.0,low,day,183.0,22697.6,0.1791,0.9201,1,131.25,48.82,24.35,135,synthetic,True,0.85
S003844,T01151,OP1026,EXC005,2026-08-29T11:12:22,2026-08-29T13:00:14,trenching,active,light,63.5,3,poor,ripper,4290.0,40.5,120,rock,42.1,0.735,1.4,paved,high,0.9,0.0,27.3,27.3,797.0,low,day,312.0,20000.4,0.1944,0.295,2,107.88,20.64,25.09,120,synthetic,True,0.85
S003845,T01253,OP1016,EXC004,2026-08-29T12:55:17,2026-08-29T13:32:49,hauling,setup,medium,27.8,2,good,blade,3790.0,68.8,51,gravel,44.4,0.382,3.3,soft,high,3.44,0.0,27.8,27.8,954.0,low,day,415.0,22422.0,0.2933,0.5553,0,37.53,6.37,11.47,51,synthetic,True,0.85
S003846,T00326,OP1030,EXC010,2026-08-29T13:59:08,2026-08-29T14:49:49,excavation,active,light,189.2,3,good,grapple,5000.0,44.1,35,gravel,64.1,0.575,8.6,soft,medium,1.66,3.22,19.3,21.3,2503.0,low,day,479.0,20880.1,0.2402,0.3359,0,50.67,7.12,12.03,35,synthetic,True,0.85
S003847,T00312,OP1009,EXC007,2026-08-29T15:58:44,2026-08-29T17:07:22,hauling,active,medium,39.4,3,poor,blade,3915.0,67.9,87,rock,18.0,0.794,14.9,soft,medium,4.35,0.0,22.1,22.1,264.0,medium,day,598.0,26281.0,0.1015,0.613,0,68.63,13.95,7.28,87,synthetic,True,0.85
S003848,T00045,OP1023,EXC007,2026-08-29T17:28:16,2026-08-29T18:52:34,trenching,active,light,41.4,1,poor,bucket,3915.0,37.2,62,sand,79.3,0.142,9.0,paved,low,1.68,0.0,35.8,35.8,1252.0,low,day,688.0,3576.6,0.1094,0.3218,2,84.31,9.03,7.77,62,synthetic,True,0.85
S003849,T00643,OP1017,EXC007,2026-08-29T18:44:31,2026-08-29T19:49:03,loading,active,medium,89.9,1,poor,bucket,3915.0,74.5,52,rock,42.1,0.735,1.4,paved,high,4.14,0.73,29.0,31.0,1281.0,low,day,764.0,19106.9,0.2299,0.5962,2,64.53,12.42,14.49,52,synthetic,True,0.85
S003850,T00345,OP1020,EXC009,2026-08-29T19:42:29,2026-08-29T20:40:47,grading,active,medium,361.3,4,good,grapple,4810.0,69.4,60,mixed,35.7,0.409,11.8,wet,high,3.46,0.0,33.7,33.7,1148.0,low,night,822.0,22630.6,0.1382,0.5607,1,58.29,10.71,7.58,60,synthetic,True,0.85
S003851,T01230,OP1016,EXC003,2026-08-29T21:28:01,2026-08-29T23:23:15,grading,active,heavy,945.8,4,poor,bucket,4055.0,80.1,150,mixed,71.5,0.761,10.1,rocky,low,3.5,0.0,35.9,35.9,3281.0,low,night,928.0,22330.2,0.1369,0.8022,2,115.23,36.45,17.21,150,synthetic,True,0.85
S003852,T00792,OP1017,EXC002,2026-08-29T22:35:11,2026-08-30T00:43:48,excavation,active,medium,61.8,4,fair,blade,3950.0,70.5,101,rock,28.3,0.906,14.1,rocky,high,4.22,0.0,30.3,30.3,2832.0,low,night,995.0,19178.7,0.2532,0.6587,1,128.62,26.15,32.37,101,synthetic,True,0.85
S003853,T00414,OP1007,EXC010,2026-08-30T00:44:49,2026-08-30T01:49:26,loading,active,heavy,99.7,4,good,blade,5000.0,91.2,49,rock,21.9,0.872,11.3,wet,medium,1.43,0.0,27.2,27.2,4606.0,low,night,0.0,21030.4,0.1954,0.8763,1,64.62,20.29,13.23,49,synthetic,True,0.85
S003854,T01417,OP1020,EXC006,2026-08-30T01:38:08,2026-08-30T03:19:54,grading,active,medium,546.8,1,poor,blade,3970.0,66.1,105,rock,18.0,0.794,14.9,soft,medium,2.36,3.68,28.9,30.9,1876.0,low,night,0.0,22609.6,0.1257,0.5665,1,101.76,27.34,11.95,105,synthetic,True,0.85
S003855,T01088,OP1028,EXC005,2026-08-30T03:27:41,2026-08-30T04:19:33,hauling,active,medium,27.7,2,poor,bucket,4290.0,70.9,37,gravel,44.4,0.382,3.3,soft,high,0.71,0.0,31.1,31.1,2654.0,low,night,0.0,17835.9,0.1926,0.5725,0,51.87,13.48,10.64,37,synthetic,True,0.85
S003856,T00299,OP1020,EXC010,2026-08-30T04:42:13,2026-08-30T05:57:29,grading,setup,medium,934.2,5,good,grapple,5000.0,69.2,79,mixed,35.7,0.409,11.8,wet,high,0.64,0.0,19.1,19.1,2809.0,low,night,0.0,22576.1,0.1613,0.637,1,75.27,11.74,13.19,79,synthetic,True,0.85
S003857,T00761,OP1026,EXC007,2026-08-30T06:13:32,2026-08-30T10:25:55,excavation,active,heavy,63.8,4,poor,blade,3915.0,86.7,284,rock,28.3,0.906,14.1,rocky,high,2.99,0.0,35.1,35.1,2407.0,low,day,13.0,20068.4,0.2391,0.9186,2,252.38,132.72,55.14,284,synthetic,True,0.85
S003858,T00757,OP1015,EXC008,2026-08-30T07:48:35,2026-08-30T09:03:34,grading,active,light,183.4,5,good,hammer,4805.0,41.4,51,rock,28.3,0.906,14.1,rocky,high,4.77,0.0,35.9,35.9,890.0,low,day,108.0,19692.2,0.1365,0.3802,0,74.97,15.26,10.87,51,synthetic,True,0.85
S003859,T01013,OP1020,EXC007,2026-08-30T09:03:32,2026-08-30T10:46:47,trenching,active,light,30.7,3,poor,grapple,3915.0,36.0,105,mixed,35.7,0.409,11.8,wet,high,4.03,0.0,18.5,18.5,546.0,low,day,183.0,22596.8,0.1506,0.289,1,103.26,19.66,16.77,105,synthetic,True,0.85
S003860,T01011,OP1020,EXC003,2026-08-30T10:30:33,2026-08-30T12:59:36,excavation,active,medium,414.1,1,poor,blade,4055.0,74.1,156,rock,28.3,0.906,14.1,rocky,high,3.87,0.0,19.0,19.0,549.0,low,day,270.0,22699.1,0.1603,0.5571,2,149.05,45.86,23.26,156,synthetic,True,0.85
S003861,T00548,OP1008,EXC001,2026-08-30T12:43:57,2026-08-30T13:39:34,grading,wrap_up,light,574.3,2,good,hammer,3905.0,32.3,60,gravel,64.1,0.575,8.6,soft,medium,0.28,4.27,20.7,22.7,4289.0,low,day,403.0,25657.3,0.111,0.2431,1,55.62,5.62,6.42,60,synthetic,True,0.85
S003862,T00806,OP1024,EXC001,2026-08-30T14:29:07,2026-08-30T15:04:36,hauling,wrap_up,medium,35.1,4,good,grapple,3905.0,63.9,53,mixed,71.5,0.761,10.1,rocky,low,0.39,0.0,37.1,37.1,1118.0,low,day,509.0,23953.0,0.178,0.6176,2,35.49,6.29,6.34,53,synthetic,True,0.85
S003863,T00615,OP1009,EXC001,2026-08-30T15:10:07,2026-08-30T16:53:43,excavation,active,heavy,290.4,5,good,hammer,3905.0,85.7,129,rock,21.9,0.872,11.3,wet,medium,2.3,0.0,26.3,26.3,1718.0,low,day,550.0,26406.7,0.1569,0.9224,2,103.59,17.7,14.77,129,synthetic,True,0.85
S003864,T01143,OP1002,EXC010,2026-08-30T17:23:54,2026-08-30T17:56:38,loading,setup,light,14.8,1,good,blade,5000.0,41.1,27,gravel,44.4,0.382,3.3,soft,high,0.13,0.0,15.6,15.6,2113.0,low,day,683.0,17081.5,0.0588,0.3084,2,32.74,2.2,2.39,27,synthetic,True,0.85
S003865,T01271,OP1003,EXC004,2026-08-30T18:24:27,2026-08-30T19:45:39,excavation,active,medium,490.7,4,good,ripper,3790.0,54.8,104,gravel,44.4,0.382,3.3,soft,high,0.27,1.11,35.1,37.1,1462.0,low,day,744.0,17839.6,0.0755,0.6047,1,81.19,14.11,5.58,104,synthetic,True,0.85
S003866,T01356,OP1012,EXC003,2026-08-30T20:04:11,2026-08-30T20:59:24,loading,wrap_up,light,80.0,3,poor,hammer,4055.0,38.9,58,rock,18.0,0.794,14.9,soft,medium,2.07,0.0,23.9,23.9,1676.0,low,night,844.0,18061.3,0.143,0.3656,1,55.21,10.03,7.16,58,synthetic,True,0.85
S003867,T00530,OP1003,EXC008,2026-08-30T21:21:45,2026-08-30T22:33:03,grading,active,medium,578.5,3,good,blade,4805.0,65.1,91,rock,42.1,0.735,1.4,paved,high,4.5,0.0,17.9,17.9,1203.0,low,night,921.0,18009.2,0.0661,0.6023,2,71.3,16.09,4.88,91,synthetic,True,0.85
S003868,T01401,OP1013,EXC001,2026-08-30T23:06:03,2026-08-31T00:48:38,excavation,active,heavy,390.0,3,good,grapple,3905.0,86.2,72,rock,18.0,0.794,14.9,soft,medium,2.21,0.0,34.8,34.8,1643.0,low,night,1026.0,24463.7,0.1708,0.8814,1,102.59,18.36,19.51,72,synthetic,True,0.85
S003869,T00346,OP1026,EXC005,2026-08-31T00:34:03,2026-08-31T01:13:45,loading,active,medium,64.7,1,poor,ripper,4290.0,63.3,45,sand,79.3,0.142,9.0,paved,low,2.59,0.02,34.1,36.1,955.0,low,night,0.0,20138.6,0.1724,0.5129,1,39.71,11.71,7.01,45,synthetic,True,0.85
S003870,T01058,OP1004,EXC001,2026-08-31T01:32:18,2026-08-31T02:21:06,stockpiling,active,medium,250.4,2,good,hammer,3905.0,69.7,33,gravel,64.1,0.575,8.6,soft,medium,1.23,0.0,23.2,23.2,3221.0,low,night,0.0,24733.1,0.0975,0.5342,0,48.8,10.27,5.27,33,synthetic,True,0.85
S003871,T00904,OP1007,EXC004,2026-08-31T03:07:42,2026-08-31T04:50:45,excavation,active,heavy,498.9,1,good,bucket,3790.0,78.9,76,rock,21.9,0.872,11.3,wet,medium,2.53,0.0,19.4,19.4,4422.0,low,night,0.0,20988.2,0.2035,0.8658,1,103.04,29.97,21.0,76,synthetic,True,0.85
S003872,T00774,OP1026,EXC003,2026-08-31T04:37:07,2026-08-31T05:47:53,excavation,active,light,126.8,2,poor,bucket,4055.0,40.4,79,gravel,64.1,0.575,8.6,soft,medium,1.6,0.0,22.9,22.9,4034.0,low,night,0.0,20129.3,0.2241,0.2727,1,70.77,13.28,14.68,79,synthetic,True,0.85
S003873,T01225,OP1001,EXC006,2026-08-31T06:29:53,2026-08-31T08:13:01,grading,active,medium,300.6,5,poor,hammer,3970.0,68.1,70,mixed,35.7,0.409,11.8,wet,high,4.13,0.0,16.3,16.3,4637.0,low,day,29.0,28422.0,0.21,0.6262,1,103.13,37.44,20.57,70,synthetic,True,0.85
S003874,T01453,OP1015,EXC006,2026-08-31T08:14:05,2026-08-31T08:53:06,loading,active,light,63.9,4,poor,hammer,3970.0,43.9,25,gravel,44.4,0.382,3.3,soft,high,3.73,0.0,16.8,16.8,4005.0,low,day,134.0,19642.4,0.1126,0.316,2,39.0,6.88,4.39,25,synthetic,True,0.85
S003875,T01313,OP1014,EXC003,2026-08-31T09:54:44,2026-08-31T13:26:08,trenching,active,heavy,98.8,3,poor,bucket,4055.0,81.5,218,rock,42.1,0.735,1.4,paved,high,1.48,0.0,17.4,17.4,360.0,medium,day,234.0,34575.0,0.0767,0.8222,1,211.39,45.68,18.2,218,synthetic,True,0.85
S003876,T00572,OP1012,EXC008,2026-08-31T10:51:07,2026-08-31T11:43:57,hauling,setup,medium,12.0,3,good,hammer,4805.0,70.7,56,mixed,35.7,0.409,11.8,wet,high,2.54,0.0,32.8,32.8,4253.0,low,day,291.0,18050.3,0.1223,0.5534,2,52.84,9.85,6.42,56,synthetic,True,0.85
S003877,T00359,OP1008,EXC001,2026-08-31T12:45:48,2026-08-31T13:23:19,loading,active,light,48.9,1,good,bucket,3905.0,44.6,40,mixed,35.7,0.409,11.8,wet,high,4.77,0.0,31.6,31.6,3295.0,low,day,405.0,25713.4,0.1768,0.2466,2,37.52,4.49,6.17,40,synthetic,True,0.85
S003878,T00640,OP1006,EXC005,2026-08-31T13:59:54,2026-08-31T16:03:20,stockpiling,active,heavy,210.8,3,poor,bucket,4290.0,75.5,106,rock,18.0,0.794,14.9,soft,medium,2.65,0.0,37.4,37.4,4417.0,low,day,479.0,23625.9,0.1708,0.8813,0,123.43,41.54,20.22,106,synthetic,True,0.85
S003879,T00287,OP1010,EXC008,2026-08-31T15:13:58,2026-08-31T17:12:06,trenching,setup,medium,26.0,2,good,ripper,4805.0,61.5,95,mixed,35.7,0.409,11.8,wet,high,0.56,0.0,31.1,31.1,2440.0,low,day,553.0,23264.9,0.2097,0.6226,2,118.12,12.14,24.55,95,synthetic,True,0.85
S003880,T00306,OP1029,EXC003,2026-08-31T17:03:22,2026-08-31T18:39:54,stockpiling,active,heavy,31.8,2,poor,grapple,4055.0,77.5,118,gravel,64.1,0.575,8.6,soft,medium,3.78,0.0,35.6,35.6,2478.0,low,day,663.0,28416.9,0.1707,0.8279,1,96.53,51.74,15.87,118,synthetic,True,0.85
S003881,T00150,OP1017,EXC005,2026-08-31T18:09:43,2026-08-31T20:22:50,trenching,active,medium,51.5,5,poor,blade,4290.0,71.1,105,mixed,71.5,0.761,10.1,rocky,low,2.37,0.0,22.7,22.7,1346.0,low,day,729.0,19254.9,0.1759,0.5106,0,133.12,24.2,27.61,105,synthetic,True,0.85
S003882,T00733,OP1025,EXC009,2026-08-31T20:07:26,2026-08-31T22:18:34,trenching,active,heavy,89.0,1,good,grapple,4810.0,86.0,130,gravel,64.1,0.575,8.6,soft,medium,4.88,0.0,38.8,38.8,2115.0,low,night,847.0,14552.3,0.1172,0.8161,2,131.13,36.78,16.69,130,synthetic,True,0.85
S003883,T00918,OP1024,EXC006,2026-08-31T21:20:34,2026-08-31T23:48:56,excavation,active,heavy,204.1,5,poor,hammer,3970.0,78.3,226,rock,16.5,0.88,2.4,soft,medium,1.21,0.0,38.2,38.2,237.0,medium,night,920.0,23822.4,0.23,0.8637,0,148.37,54.61,32.25,226,synthetic,True,0.85
S003884,T01475,OP1004,EXC009,2026-08-31T22:43:30,2026-08-31T23:26:47,stockpiling,wrap_up,light,235.6,5,good,blade,4810.0,36.9,30,rock,18.0,0.794,14.9,soft,medium,3.59,0.0,18.0,18.0,3963.0,low,night,1003.0,24793.4,0.1557,0.2495,2,43.29,8.82,6.47,30,synthetic,True,0.85
S003885,T00717,OP1016,EXC008,2026-09-01T00:29:55,2026-09-01T01:25:31,excavation,active,light,65.5,4,good,blade,4805.0,39.5,71,rock,42.1,0.735,1.4,paved,high,1.38,0.0,19.8,19.8,308.0,medium,night,0.0,22375.1,0.3165,0.2822,0,55.61,6.1,17.8,71,synthetic,True,0.85
S003886,T00188,OP1021,EXC001,2026-09-01T01:50:53,2026-09-01T04:20:48,excavation,active,heavy,216.3,3,good,grapple,3905.0,85.5,159,rock,18.0,0.794,14.9,soft,medium,0.44,0.0,31.4,31.4,1141.0,low,night,0.0,4143.7,0.2153,0.8171,0,149.91,50.82,29.27,159,synthetic,True,0.85
S003887,T00283,OP1028,EXC002,2026-09-01T03:40:52,2026-09-01T05:11:20,loading,active,heavy,37.0,5,fair,hammer,3950.0,88.0,59,rock,21.9,0.872,11.3,wet,medium,2.83,0.0,32.5,32.5,990.0,low,night,0.0,17862.8,0.1788,0.9057,1,90.46,45.79,16.09,59,synthetic,True,0.85
S003888,T00034,OP1016,EXC008,2026-09-01T04:47:53,2026-09-01T07:49:59,trenching,wrap_up,heavy,163.7,3,good,bucket,4805.0,80.0,239,mixed,35.7,0.409,11.8,wet,high,1.1,0.0,28.8,28.8,3798.0,low,night,0.0,22459.1,0.2591,0.7892,0,182.09,46.42,50.29,239,synthetic,True,0.85
S003889,T00923,OP1013,EXC006,2026-09-01T06:27:33,2026-09-01T09:02:41,trenching,active,medium,196.9,4,poor,blade,3970.0,65.1,111,mixed,35.7,0.409,11.8,wet,high,3.07,0.0,22.9,22.9,4942.0,low,day,27.0,24362.1,0.2222,0.5585,2,155.12,26.77,35.03,111,synthetic,True,0.85
S003890,T01339,OP1020,EXC008,2026-09-01T08:10:29,2026-09-01T08:40:08,grading,active,light,559.0,5,good,bucket,4805.0,39.0,28,rock,16.5,0.88,2.4,soft,medium,2.31,0.0,23.0,23.0,4457.0,low,day,130.0,22572.8,0.1138,0.3751,1,29.65,3.44,3.73,28,synthetic,True,0.85
S003891,T00806,OP1015,EXC005,2026-09-01T09:44:09,2026-09-01T10:30:27,hauling,wrap_up,medium,35.1,4,poor,blade,4290.0,64.6,32,mixed,71.5,0.761,10.1,rocky,low,0.39,0.0,34.5,34.5,3603.0,low,day,224.0,19817.0,0.0707,0.5757,1,46.3,16.18,3.58,32,synthetic,True,0.85
S003892,T00243,OP1030,EXC004,2026-09-01T10:44:15,2026-09-01T11:52:38,grading,active,medium,386.0,3,good,ripper,3790.0,57.6,48,rock,21.9,0.872,11.3,wet,medium,2.13,0.0,20.6,20.6,4941.0,low,day,284.0,20700.4,0.2527,0.6604,1,68.38,13.52,16.25,48,synthetic,True,0.85
S003893,T00498,OP1001,EXC005,2026-09-01T12:50:43,2026-09-01T15:28:16,grading,active,heavy,701.3,5,poor,hammer,4290.0,79.6,107,rock,28.3,0.906,14.1,rocky,high,2.96,0.0,23.4,23.4,4164.0,low,day,410.0,28316.4,0.1291,0.8048,0,157.55,70.19,20.7,107,synthetic,True,0.85
S003894,T00941,OP1011,EXC007,2026-09-01T13:50:32,2026-09-01T15:27:56,trenching,active,light,166.9,3,poor,bucket,3915.0,39.1,125,rock,21.9,0.872,11.3,wet,medium,2.75,0.0,26.8,26.8,4365.0,low,day,470.0,33562.0,0.1547,0.335,0,97.4,21.12,16.13,125,synthetic,True,0.85
S003895,T00118,OP1023,EXC007,2026-09-01T15:35:34,2026-09-01T17:08:35,stockpiling,active,light,43.6,5,poor,grapple,3915.0,36.2,66,gravel,44.4,0.382,3.3,soft,high,1.6,2.28,30.5,32.5,1536.0,low,day,575.0,3607.0,0.2292,0.331,1,93.02,11.56,22.47,66,synthetic,True,0.85
S003896,T00488,OP1004,EXC001,2026-09-01T17:19:10,2026-09-01T18:04:05,hauling,active,medium,38.9,2,good,ripper,3905.0,65.9,29,rock,18.0,0.794,14.9,soft,medium,1.36,0.0,29.7,29.7,3635.0,low,day,679.0,24694.8,0.1072,0.4965,2,44.92,9.78,4.81,29,synthetic,True,0.85
S003897,T00318,OP1012,EXC004,2026-09-01T18:27:17,2026-09-01T19:06:05,loading,active,medium,83.8,3,good,grapple,3790.0,66.8,38,gravel,64.1,0.575,8.6,soft,medium,3.75,0.0,25.6,25.6,4564.0,low,day,747.0,18091.5,0.0691,0.563,2,38.8,8.27,3.18,38,synthetic,True,0.85
S003898,T00281,OP1004,EXC003,2026-09-01T20:11:26,2026-09-01T21:54:46,loading,active,medium,22.5,5,poor,bucket,4055.0,72.3,68,rock,28.3,0.906,14.1,rocky,high,3.42,0.0,36.1,36.1,4175.0,low,night,851.0,24694.3,0.1371,0.5489,2,103.34,42.73,13.19,68,synthetic,True,0.85
S003899,T00272,OP1004,EXC005,2026-09-01T21:01:46,2026-09-01T21:55:34,grading,active,light,799.2,1,poor,ripper,4290.0,31.2,35,mixed,71.5,0.761,10.1,rocky,low,1.59,2.59,36.6,38.6,4834.0,low,night,901.0,24789.4,0.0997,0.237,2,53.8,12.98,5.16,35,synthetic,True,0.85
S003900,T00863,OP1020,EXC005,2026-09-01T22:44:21,2026-09-02T00:03:03,hauling,active,heavy,16.3,3,poor,hammer,4290.0,81.4,84,rock,42.1,0.735,1.4,paved,high,1.23,0.0,15.5,15.5,2447.0,low,night,1004.0,22654.4,0.1271,0.836,1,78.69,24.17,11.03,84,synthetic,True,0.85
S003901,T00073,OP1023,EXC008,2026-09-02T00:08:44,2026-09-02T01:09:33,excavation,active,light,110.6,4,good,blade,4805.0,33.3,44,gravel,44.4,0.382,3.3,soft,high,1.67,0.0,15.9,15.9,1591.0,low,night,0.0,3457.3,0.2082,0.2984,0,60.82,4.55,13.3,44,synthetic,True,0.85
